tweet_id,retweet_count,favorite_count
730924654643314689,1963,6121
730573383004487680,2125,4890
730427201120833536,1048,3478
730211855403241472,1055,3806
730196704625098752,1898,4839
729854734790754305,1124,4012
729838605770891264,381,1722
729823566028484608,1240,3959
729463711119904772,2307,5775
729113531270991872,323,1876
728986383096946689,818,3131
728760639972315136,1693,4667
728751179681943552,676,2760
728653952833728512,1027,3297
728409960103686147,1993,4893
728387165835677696,956,3681
728046963732717569,1194,4284
728035342121635841,1656,4552
728015554473250816,1100,4099
727685679342333952,637,2946
727644517743104000,1741,5863
727524757080539137,1215,4455
727314416056803329,738,3320
727286334147182592,807,3038
727175381690781696,1377,3894
727155742655025152,1327,3609
726935089318363137,2448,6847
726887082820554753,1515,3828
726828223124897792,998,3551
726224900189511680,1141,4413
725842289046749185,2660,7056
725786712245440512,1361,4151
725729321944506368,1774,5188
725458796924002305,612,1403
724983749226668032,1306,3717
724771698126512129,635,2339
724405726123311104,1639,5256
724049859469295616,1766,4302
724046343203856385,553,2646
724004602748780546,1543,4162
723912936180330496,1229,3864
723688335806480385,2926,7638
723673163800948736,882,3000
723179728551723008,1857,5275
722974582966214656,1554,4075
722613351520608256,1628,4946
721503162398597120,1840,4595
721001180231503872,607,2513
720785406564900865,762,3099
720775346191278080,661,2451
720415127506415616,1493,4108
720389942216527872,2491,6343
720340705894408192,973,2859
720059472081784833,1111,3852
720043174954147842,1998,4881
719991154352222208,1730,4811
719704490224398336,1424,4520
719551379208073216,1900,5038
719367763014393856,739,2791
719339463458033665,1227,4408
719332531645071360,946,3416
718971898235854848,1071,3472
718939241951195136,1749,5230
718631497683582976,7998,18760
718613305783398402,478,2421
718540630683709445,1010,2443
718460005985447936,521,2683
718454725339934721,1502,4837
718246886998687744,500,1912
718234618122661888,990,3847
717841801130979328,603,2458
717790033953034240,1107,2869
717537687239008257,1846,5756
717428917016076293,450,1610
717421804990701568,843,3149
717047459982213120,1923,6266
717009362452090881,960,3242
716802964044845056,1165,4261
716791146589110272,1568,8104
716730379797970944,423,1228
716447146686459905,5832,13003
716439118184652801,207,2366
716285507865542656,1051,2753
716080869887381504,1895,6711
715928423106027520,875,3178
715758151270801409,1430,3701
715733265223708672,1679,4631
715704790270025728,562,2785
715696743237730304,1283,3892
715680795826982913,1608,4280
715360349751484417,1559,5446
715342466308784130,688,3027
715220193576927233,647,2413
715200624753819648,1875,5120
715009755312439296,1222,4148
714982300363173890,1026,3712
714962719905021952,4242,7320
714957620017307648,1403,4110
714631576617938945,994,3270
714606013974974464,925,3617
714485234495041536,1121,2673
714258258790387713,715,3023
714251586676113411,830,3262
714214115368108032,869,2267
714141408463036416,1393,4296
713919462244790272,783,3277
713909862279876608,534,1896
713900603437621249,738,2823
713761197720473600,1371,4849
713411074226274305,1292,4416
713177543487135744,2819,7192
713175907180089344,1468,4438
712809025985978368,6673,18471
712717840512598017,4960,12288
712668654853337088,1208,4159
712438159032893441,1558,5307
712309440758808576,25,242
712097430750289920,1023,3766
712092745624633345,883,2930
712085617388212225,484,3259
712065007010385924,619,2255
711998809858043904,125,0
711968124745228288,2291,8037
711743778164514816,976,2827
711732680602345472,4098,8803
711694788429553666,18251,32749
711652651650457602,908,3837
711363825979756544,1133,3634
711306686208872448,732,3298
711008018775851008,611,2987
710997087345876993,1376,4547
710844581445812225,686,2531
710833117892898816,533,2671
710658690886586372,555,2304
710609963652087808,2374,4776
710588934686908417,1858,4517
710296729921429505,733,2367
710283270106132480,517,2139
710272297844797440,1241,4516
710269109699739648,1116,2386
710153181850935296,882,2893
710140971284037632,872,2747
710117014656950272,1987,5466
709918798883774466,1078,3471
709901256215666688,99,666
709852847387627521,1198,3513
709566166965075968,1204,3539
709556954897764353,1066,3285
709519240576036864,236,1488
709449600415961088,566,2217
709409458133323776,683,2609
709225125749587968,570,2398
709207347839836162,5782,12510
709198395643068416,641,2419
709179584944730112,665,1994
709158332880297985,411,2025
709042156699303936,1624,4725
708853462201716736,656,1789
708845821941387268,897,2978
708834316713893888,496,1675
708810915978854401,6901,16434
708738143638450176,805,2734
708711088997666817,716,2530
708479650088034305,677,2535
708469915515297792,809,3089
708400866336894977,10040,15940
708356463048204288,1315,3570
708349470027751425,737,2336
708149363256774660,1545,4267
708130923141795840,848,3373
708119489313951744,977,2681
708109389455101952,547,1936
708026248782585858,1924,4379
707995814724026368,1119,3120
707983188426153984,2,49
707969809498152960,961,2692
707776935007539200,953,3276
707741517457260545,611,2482
707738799544082433,2454,4064
707693576495472641,991,3399
707629649552134146,875,2562
707610948723478529,6341,16934
707420581654872064,696,2268
707411934438625280,597,2299
707387676719185920,1285,3486
707377100785885184,1088,3273
707315916783140866,635,2465
707297311098011648,782,2764
707059547140169728,668,2590
707038192327901184,789,2176
707021089608753152,1351,4068
707014260413456384,596,2305
706904523814649856,7831,14544
706901761596989440,591,2054
706681918348251136,970,3293
706644897839910912,1087,2567
706593038911545345,630,2142
706538006853918722,1423,3463
706516534877929472,1029,3094
706346369204748288,923,3443
706310011488698368,7896,21264
706291001778950144,475,1689
706265994973601792,931,2728
706169069255446529,2205,3897
706166467411222528,1596,5157
706153300320784384,383,1481
705975130514706432,731,3091
705970349788291072,891,3154
705898680587526145,549,2361
705786532653883392,517,1931
705591895322394625,1150,3151
705475953783398401,911,2953
705442520700944385,1622,4421
705428427625635840,1680,3807
705239209544720384,745,2999
705223444686888960,797,2578
705102439679201280,517,2140
705066031337840642,616,2178
704871453724954624,1113,4265
704859558691414016,540,2253
704847917308362754,1524,5065
704819833553219584,988,2632
704761120771465216,2909,6621
704499785726889984,1013,2910
704491224099647488,78,753
704480331685040129,1061,3388
704364645503647744,3541,7991
704347321748819968,350,1576
704134088924532736,457,1500
704113298707505153,571,1846
704054845121142784,912,2919
703774238772166656,458,1837
703769065844768768,1139,3271
703631701117943808,677,2573
703611486317502464,1525,3850
703425003149250560,1360,3799
703407252292673536,693,2444
703382836347330562,1144,3505
703356393781329922,383,1912
703268521220972544,548,1970
703079050210877440,3072,7375
703041949650034688,12467,26311
702932127499816960,728,2578
702899151802126337,452,1609
702684942141153280,1074,3221
702671118226825216,555,2199
702598099714314240,3424,12210
702539513671897089,962,2875
702332542343577600,1546,3178
702321140488925184,1041,3261
702276748847800320,763,2457
702217446468493312,1332,4769
701981390485725185,990,3449
701952816642965504,1022,3838
701889187134500865,1386,3542
701805642395348998,1673,3412
701601587219795968,449,2086
701570477911896070,921,2811
701545186879471618,608,2655
701214700881756160,5090,12179
700890391244103680,565,2208
700864154249383937,621,2590
700847567345688576,499,2454
700796979434098688,937,2432
700747788515020802,9301,22796
700518061187723268,794,2609
700505138482569216,570,2287
700462010979500032,1783,4128
700167517596164096,733,2627
700151421916807169,671,2233
700143752053182464,2713,7519
700062718104104960,690,2645
700029284593901568,584,2070
700002074055016451,1340,3318
699801817392291840,953,3060
699788877217865730,508,2225
699779630832685056,1230,2740
699775878809702401,603,1957
699691744225525762,4607,10262
699446877801091073,2607,5942
699434518667751424,516,2160
699423671849451520,326,1364
699413908797464576,624,2073
699370870310113280,444,1887
699323444782047232,859,3150
699088579889332224,632,2242
699079609774645248,655,2452
699072405256409088,1190,2971
699060279947165696,1800,3755
699036661657767936,1198,2597
698989035503689728,972,3343
698953797952008193,897,2678
698907974262222848,625,2540
698710712454139905,678,2466
698703483621523456,379,1443
698635131305795584,338,1293
698549713696649216,622,2327
698355670425473025,449,1854
698342080612007937,951,2264
698262614669991936,1996,4742
698195409219559425,5961,16712
698178924120031232,737,2804
697995514407682048,331,1515
697990423684476929,1296,3281
697943111201378304,681,2385
697881462549430272,1178,3013
697630435728322560,541,1743
697616773278015490,1013,3161
697596423848730625,1262,3017
697575480820686848,497,2034
697516214579523584,1113,2052
697482927769255936,674,2413
697463031882764288,1397,3418
697270446429966336,1873,4686
697259378236399616,1003,3289
697255105972801536,1162,3031
697242256848379904,669,2509
696900204696625153,1019,3172
696894894812565505,676,2339
696886256886657024,1802,4851
696877980375769088,709,2430
696754882863349760,361,1480
696744641916489729,939,2059
696713835009417216,653,2364
696518437233913856,1704,3906
696490539101908992,141,1214
696488710901260288,1016,2531
696405997980676096,1156,3200
696100768806522880,653,1928
695816827381944320,1166,3010
695794761660297217,764,3153
695767669421768709,746,1863
695629776980148225,2093,4554
695446424020918272,1807,4390
695409464418041856,3568,8661
695314793360662529,1452,3619
695095422348574720,613,2629
695074328191332352,1094,2838
695064344191721472,588,1596
695051054296211456,786,2658
694925794720792577,916,2691
694905863685980160,937,2744
694669722378485760,14363,35755
694356675654983680,287,1496
694352839993344000,615,2035
694342028726001664,482,1569
694329668942569472,500,2006
694206574471057408,2031,4149
694183373896572928,924,2946
694001791655137281,1024,3404
693993230313091072,402,1874
693942351086120961,369,1738
693647888581312512,584,2682
693644216740769793,122,1343
693642232151285760,410,2533
693629975228977152,792,2439
693622659251335168,372,1537
693590843962331137,1955,5051
693582294167244802,254,1647
693486665285931008,634,1780
693280720173801472,1234,3343
693267061318012928,810,2374
693262851218264065,498,2212
693231807727280129,731,2867
693155686491000832,3203,7870
693109034023534592,612,1715
693095443459342336,461,1856
692919143163629568,754,2669
692905862751522816,865,2423
692901601640583168,601,1766
692894228850999298,807,2265
692828166163931137,879,2863
692752401762250755,3635,6819
692568918515392513,1532,4352
692535307825213440,1362,3172
692530551048294401,413,1825
692423280028966913,226,1483
692417313023332352,3466,9348
692187005137076224,819,2521
692158366030913536,788,2142
692142790915014657,394,1648
692041934689402880,1272,3390
692017291282812928,957,2880
691820333922455552,1658,3946
691793053716221953,4217,8121
691756958957883396,1000,2856
691675652215414786,508,1952
691483041324204033,563,2386
691459709405118465,1137,4038
691444869282295808,846,2647
691416866452082688,7619,19293
691321916024623104,662,2555
691096613310316544,877,2954
691090071332753408,335,1715
690989312272396288,2860,5892
690959652130045952,1248,3572
690938899477221376,1960,4086
690932576555528194,1020,3283
690735892932222976,1268,3779
690728923253055490,514,2175
690690673629138944,814,2332
690649993829576704,278,1301
690607260360429569,18,294
690597161306841088,601,1949
690400367696297985,452,1885
690374419777196032,846,3244
690360449368465409,878,2668
690348396616552449,516,1506
690248561355657216,415,1670
690021994562220032,1029,2792
690015576308211712,729,2490
690005060500217858,1686,3666
689999384604450816,369,1417
689993469801164801,449,1460
689977555533848577,446,1372
689905486972461056,699,2435
689877686181715968,1161,3035
689835978131935233,742,2168
689661964914655233,927,3208
689659372465688576,3864,10348
689623661272240129,640,2227
689599056876867584,5519,11639
689557536375177216,455,2040
689517482558820352,1425,3392
689289219123089408,940,2252
689283819090870273,1102,3264
689280876073582592,711,1975
689275259254616065,243,1141
689255633275777024,1080,2551
689154315265683456,1001,3068
689143371370250240,509,2011
688916208532455424,869,2721
688908934925697024,767,2112
688898160958271489,781,2090
688894073864884227,691,2240
688828561667567616,370,1379
688804835492233216,191,961
688789766343622656,662,2211
688547210804498433,700,2597
688519176466644993,724,2313
688385280030670848,4472,9282
688211956440801280,827,2241
688179443353796608,581,2138
688116655151435777,771,2825
688064179421470721,359,1731
687841446767013888,2507,5469
687826841265172480,1117,2747
687818504314159109,940,2481
687807801670897665,715,2395
687732144991551489,666,1758
687704180304273409,843,2423
687664829264453632,510,1933
687494652870668288,577,1896
687480748861947905,240,1598
687476254459715584,532,1987
687460506001633280,540,2058
687399393394311168,616,1889
687317306314240000,9156,20142
687312378585812992,1899,4356
687127927494963200,2268,5429
687124485711986689,504,2166
687109925361856513,2458,5795
687102708889812993,979,2344
687096057537363968,601,2246
686947101016735744,3181,8624
686760001961103360,1381,3519
686749460672679938,1451,3472
686730991906516992,1194,4133
686683045143953408,802,2819
686618349602762752,1361,3706
686606069955735556,542,1884
686394059078897668,687,1735
686386521809772549,877,3257
686377065986265092,568,2210
686358356425093120,668,2180
686286779679375361,1657,4001
686050296934563840,726,2212
686035780142297088,116,1149
686034024800862208,1142,3088
686007916130873345,411,2487
686003207160610816,625,1830
685973236358713344,523,2102
685943807276412928,593,1629
685906723014619143,2885,7506
685681090388975616,123,2032
685667379192414208,562,2359
685663452032069632,1456,3234
685641971164143616,779,2938
685547936038666240,15616,32915
685532292383666176,1154,3025
685325112850124800,3962,9451
685321586178670592,639,2655
685315239903100929,1043,3318
685307451701334016,440,2071
685268753634967552,1194,3100
685198997565345792,668,2340
685169283572338688,1428,4110
684969860808454144,368,2385
684959798585110529,3119,6822
684940049151070208,1045,3206
684926975086034944,460,3492
684914660081053696,1452,3511
684902183876321280,529,1876
684880619965411328,813,2092
684830982659280897,21640,35003
684800227459624960,1005,2735
684594889858887680,3501,8907
684588130326986752,1408,4112
684567543613382656,1212,3018
684538444857667585,947,2648
684481074559381504,1163,3888
684460069371654144,558,1973
684241637099323392,3276,8136
684225744407494656,208,1229
684222868335505415,1369,3821
684200372118904832,1033,2151
684195085588783105,511,1910
684188786104872960,1171,3489
684177701129875456,661,2012
684147889187209216,1513,2991
684122891630342144,466,2010
684097758874210310,1427,4111
683857920510050305,1121,3801
683852578183077888,345,1933
683849932751646720,964,2608
683834909291606017,1111,2622
683828599284170753,1061,2792
683773439333797890,1348,3343
683742671509258241,3301,6467
683515932363329536,2893,7331
683498322573824003,961,3177
683481228088049664,995,2650
683462770029932544,673,2424
683449695444799489,1603,3889
683391852557561860,2395,7625
683357973142474752,913,2906
683142553609318400,1042,2860
683111407806746624,910,3394
683098815881154561,658,2157
683078886620553216,561,1989
683030066213818368,737,2160
682962037429899265,16546,36774
682808988178739200,169,1786
682788441537560576,1107,2477
682750546109968385,440,1515
682697186228989953,357,1315
682662431982772225,1078,3057
682638830361513985,597,2067
682429480204398592,1153,3427
682406705142087680,1769,7554
682393905736888321,671,2225
682389078323662849,461,1653
682303737705140231,973,3050
682259524040966145,1204,4141
682242692827447297,1160,3245
682088079302213632,9843,18207
682059653698686977,1677,4936
682047327939461121,932,3191
682032003584274432,2000,6560
682003177596559360,1524,3126
681981167097122816,1028,2804
681891461017812993,814,2466
681694085539872773,4044,12761
681679526984871937,439,1774
681654059175129088,920,2632
681610798867845120,462,1909
681579835668455424,1295,3542
681523177663676416,5747,14256
681340665377193984,275,1636
681339448655802368,4075,9266
681320187870711809,740,2640
681302363064414209,1807,3920
681297372102656000,951,3208
681281657291280384,1092,3220
681261549936340994,268,1454
681242418453299201,526,1487
681231109724700672,484,2407
681193455364796417,1476,3689
680970795137544192,654,2416
680959110691590145,1997,4573
680940246314430465,1047,3189
680934982542561280,434,2080
680913438424612864,620,2398
680889648562991104,360,1761
680836378243002368,1315,3458
680805554198020098,662,2149
680801747103793152,814,2374
680798457301471234,1026,2841
680609293079592961,698,2633
680583894916304897,1327,3626
680497766108381184,1906,4219
680494726643068929,482,1714
680473011644985345,740,2541
680440374763077632,497,1445
680221482581123072,293,1460
680206703334408192,1164,2831
680191257256136705,499,2141
680176173301628928,1541,3875
680161097740095489,730,2319
680145970311643136,1734,3604
680130881361686529,937,2283
680115823365742593,901,2712
680100725817409536,1367,3556
680085611152338944,8948,12765
680070545539371008,866,2573
679877062409191424,645,1983
679872969355714560,657,2178
679862121895714818,617,2445
679854723806179328,1223,2837
679844490799091713,757,2356
679828447187857408,13936,36119
679777920601223168,1096,3086
679736210798047232,782,2090
679729593985699840,817,2160
679722016581222400,462,1661
679530280114372609,2069,4774
679527802031484928,715,2625
679511351870550016,1255,3347
679503373272485890,1457,3154
679475951516934144,634,2079
679462823135686656,18677,31413
679405845277462528,1196,2357
679158373988876288,7986,21172
679148763231985668,1019,2764
679132435750195208,1143,2952
679111216690831360,2554,5934
679062614270468097,8022,16853
679047485189439488,661,2234
679001094530465792,1214,2800
678991772295516161,1148,2282
678969228704284672,454,1639
678800283649069056,890,2546
678798276842360832,1154,3423
678774928607469569,896,2790
678767140346941444,1345,3496
678764513869611008,468,1625
678755239630127104,3248,7056
678740035362037760,1659,3733
678708137298427904,2402,5547
678675843183484930,1447,2838
678643457146150913,400,2036
678446151570427904,1525,3966
678424312106393600,2517,5427
678410210315247616,1786,4181
678399652199309312,31409,78511
678396796259975168,409,1580
678389028614488064,418,1861
678380236862578688,904,2414
678341075375947776,530,1718
678334497360859136,249,1293
678278586130948096,6014,11316
678255464182861824,361,1580
678023323247357953,375,1896
678021115718029313,6254,13514
677961670166224897,1661,3386
677918531514703872,402,1336
677895101218201600,2043,4781
677716515794329600,965,3021
677700003327029250,1423,3345
677698403548192770,315,1216
677687604918272002,841,2463
677673981332312066,1482,3292
677662372920729601,945,1929
677644091929329666,786,1832
677573743309385728,694,2102
677565715327688705,456,1284
677557565589463040,1133,2414
677547928504967168,3613,6857
677530072887205888,224,1054
677335745548390400,1752,3006
677334615166730240,281,1328
677331501395156992,233,1073
677328882937298944,1483,3588
677314812125323265,523,1622
677301033169788928,394,1218
677269281705472000,696,1965
677228873407442944,1620,3505
677187300187611136,906,2706
676975532580409345,1050,2738
676949632774234114,390,1286
676948236477857792,850,2142
676946864479084545,364,1708
676942428000112642,739,2042
676936541936185344,4843,12548
676916996760600576,1782,2939
676897532954456065,710,2215
676864501615042560,699,2074
676821958043033607,15330,22599
676819651066732545,651,1789
676811746707918848,415,1398
676776431406465024,1986,4924
676617503762681856,946,2846
676613908052996102,197,1067
676606785097199616,426,1863
676603393314578432,375,1138
676593408224403456,2124,4508
676590572941893632,119,898
676588346097852417,769,2272
676582956622721024,271,1180
676575501977128964,1099,2541
676533798876651520,544,1840
676496375194980353,523,1498
676470639084101634,4587,11419
676440007570247681,650,1694
676430933382295552,340,1372
676263575653122048,533,2048
676237365392908289,283,1191
676219687039057920,30492,75066
676215927814406144,563,1710
676191832485810177,1010,2236
676146341966438401,648,1877
676121918416756736,1139,2124
676101918813499392,1144,2774
676098748976615425,1395,2947
676089483918516224,427,1286
675898130735476737,561,1586
675891555769696257,835,2088
675888385639251968,936,2338
675878199931371520,1372,4097
675870721063669760,551,1597
675853064436391936,1264,2645
675849018447167488,141,926
675845657354215424,858,2229
675822767435051008,523,1490
675820929667219457,230,1028
675798442703122432,3335,10045
675781562965868544,456,1595
675740360753160193,333,1143
675710890956750848,795,1850
675707330206547968,666,1937
675706639471788032,93,629
675534494439489536,402,1780
675531475945709568,371,1158
675522403582218240,281,1016
675517828909424640,452,1261
675501075957489664,5691,16789
675497103322386432,1260,3077
675489971617296384,581,1268
675483430902214656,955,1807
675432746517426176,553,1489
675372240448454658,503,1650
675362609739206656,226,1022
675354435921575936,16369,31790
675349384339542016,2210,3825
675334060156301312,1250,2699
675166823650848770,1548,3504
675153376133427200,2511,6109
675149409102012420,1637,3661
675147105808306176,228,918
675146535592706048,288,1152
675145476954566656,870,2083
675135153782571009,470,1271
675113801096802304,764,1906
675111688094527488,245,941
675109292475830276,1102,2725
675047298674663426,316,1037
675015141583413248,1155,2638
675006312288268288,217,961
675003128568291329,454,1523
674999807681908736,1073,2184
674805413498527744,344,839
674800520222154752,829,2940
674793399141146624,1061,2449
674790488185167872,242,1073
674788554665512960,203,795
674781762103414784,1157,1951
674774481756377088,454,1085
674767892831932416,758,1779
674764817387900928,229,774
674754018082705410,431,1333
674752233200820224,449,1428
674743008475090944,533,1361
674742531037511680,49,474
674739953134403584,374,1070
674737130913071104,85,630
674690135443775488,458,1117
674670581682434048,630,1568
674664755118911488,245,891
674646392044941312,478,1396
674644256330530816,262,1005
674638615994089473,561,1641
674632714662858753,555,1464
674606911342424069,95,918
674468880899788800,1971,6051
674447403907457024,346,1034
674436901579923456,378,1087
674422304705744896,525,1396
674416750885273600,133,669
674410619106390016,448,1164
674394782723014656,554,1468
674372068062928900,305,829
674330906434379776,72,549
674318007229923329,505,1371
674307341513269249,6740,11028
674291837063053312,5663,14291
674271431610523648,710,1524
674269164442398721,223,885
674265582246694913,817,1597
674262580978937856,437,1270
674255168825880576,526,1426
674082852460433408,163,739
674075285688614912,272,960
674063288070742018,2125,6193
674053186244734976,1248,3197
674051556661161984,472,1408
674045139690631169,619,1369
674042553264685056,122,701
674038233588723717,402,1072
674036086168010753,202,828
674024893172875264,1181,1723
674019345211760640,292,1094
674014384960745472,611,1510
674008982932058114,339,1160
673956914389192708,922,1897
673919437611909120,360,1134
673906403526995968,1574,3082
673887867907739649,245,904
673716320723169284,722,2996
673715861853720576,1988,3434
673711475735838725,291,1006
673709992831262724,263,810
673708611235921920,275,1043
673707060090052608,378,1063
673705679337693185,393,1220
673700254269775872,545,1384
673697980713705472,1896,3848
673689733134946305,622,1685
673688752737402881,476,1221
673686845050527744,418,1396
673680198160809984,448,1328
673662677122719744,354,1215
673656262056419329,229,699
673636718965334016,345,1070
673612854080196609,695,1557
673583129559498752,344,1154
673580926094458881,264,806
673576835670777856,545,1343
673363615379013632,291,993
673359818736984064,648,1405
673355879178194945,554,1453
673352124999274496,520,1611
673350198937153538,202,728
673345638550134785,1214,2427
673343217010679808,258,940
673342308415348736,555,1231
673320132811366400,7594,13024
673317986296586240,244,852
673295268553605120,3059,7261
673270968295534593,348,1036
673240798075449344,697,1384
673213039743795200,813,2173
673148804208660480,605,1638
672997845381865473,686,1900
672995267319328768,276,917
672988786805112832,278,957
672984142909456390,521,1216
672980819271634944,974,1759
672975131468300288,870,1622
672970152493887488,341,921
672968025906282496,522,1283
672964561327235073,619,1379
672902681409806336,478,1323
672898206762672129,408,879
672884426393653248,808,1499
672877615439593473,341,997
672834301050937345,541,1275
672828477930868736,470,1216
672640509974827008,303,947
672622327801233409,466,1249
672614745925664768,555,1187
672609152938721280,375,1078
672604026190569472,382,1081
672594978741354496,588,1295
672591762242805761,325,924
672591271085670400,177,701
672538107540070400,350,998
672523490734551040,161,612
672488522314567680,417,1071
672482722825261057,573,1094
672481316919734272,123,698
672475084225949696,675,1397
672466075045466113,512,1308
672272411274932228,3232,6230
672267570918129665,590,1445
672264251789176834,324,1097
672256522047614977,1476,2729
672254177670729728,711,1387
672248013293752320,579,1682
672245253877968896,148,662
672239279297454080,311,865
672231046314901505,967,1769
672222792075620352,204,759
672205392827572224,1111,2186
672169685991993344,353,987
672160042234327040,343,844
672139350159835138,665,1689
672125275208069120,1098,2307
672095186491711488,356,971
672082170312290304,352,910
672068090318987265,498,1249
671896809300709376,4015,8216
671891728106971137,557,1276
671882082306625538,1338,3344
671879137494245376,639,1366
671874878652489728,529,1208
671866342182637568,473,1083
671855973984772097,418,871
671789708968640512,3336,6819
671768281401958400,481,1152
671763349865160704,873,1616
671744970634719232,731,1306
671743150407421952,228,727
671735591348891648,727,1392
671729906628341761,4181,8210
671561002136281088,6957,12346
671550332464455680,201,879
671547767500775424,570,1299
671544874165002241,1010,1895
671542985629241344,541,1056
671538301157904385,373,905
671536543010570240,388,1133
671533943490011136,554,986
671528761649688577,248,815
671520732782923777,508,1347
671518598289059840,284,915
671511350426865664,676,1545
671504605491109889,3415,6751
671497587707535361,428,887
671488513339211776,456,968
671486386088865792,188,561
671485057807351808,225,737
671390180817915904,717,1399
671362598324076544,286,1066
671357843010908160,147,387
671355857343524864,114,471
671347597085433856,414,926
671186162933985280,202,710
671182547775299584,323,1082
671166507850801152,330,848
671163268581498880,1050,1597
671159727754231808,78,359
671154572044468225,209,687
671151324042559489,147,645
671147085991960577,204,648
671141549288370177,630,1113
671138694582165504,386,892
671134062904504320,185,722
671122204919246848,2419,3378
671115716440031232,746,1321
671109016219725825,418,1105
670995969505435648,283,1073
670842764863651840,8348,23817
670840546554966016,187,564
670838202509447168,667,1078
670833812859932673,117,427
670832455012716544,208,709
670826280409919488,3901,5327
670823764196741120,180,750
670822709593571328,91,588
670815497391357952,1480,3061
670811965569282048,260,1088
670807719151067136,470,1123
670804601705242624,917,1894
670803562457407488,84,332
670797304698376195,229,711
670792680469889025,264,799
670789397210615808,225,640
670786190031921152,194,581
670783437142401025,372,801
670782429121134593,737,1503
670780561024270336,279,766
670778058496974848,71,319
670764103623966721,403,1041
670755717859713024,106,427
670733412878163972,494,928
670727704916926465,343,802
670717338665226240,466,1158
670704688707301377,357,751
670691627984359425,231,574
670679630144274432,272,728
670676092097810432,40,240
670668383499735048,4813,10306
670474236058800128,711,1458
670468609693655041,84,346
670465786746662913,525,939
670452855871037440,195,531
670449342516494336,626,1160
670444955656130560,1904,6492
670442337873600512,191,627
670435821946826752,494,1019
670434127938719744,620,1358
670433248821026816,106,319
670428280563085312,593,1334
670427002554466305,154,508
670421925039075328,606,1263
670420569653809152,302,602
670417414769758208,309,553
670411370698022913,851,1949
670408998013820928,211,536
670403879788544000,144,409
670385711116361728,195,546
670374371102445568,258,723
670361874861563904,63,320
670338931251150849,103,415
670319130621435904,1167,3750
670303360680108032,126,419
670290420111441920,270,677
670093938074779648,317,993
670086499208155136,244,675
670079681849372674,1173,2149
670073503555706880,757,1518
670069087419133954,226,603
670061506722140161,319,736
670055038660800512,316,647
670046952931721218,165,625
670040295598354432,106,728
670037189829525505,261,576
670003130994700288,87,319
669993076832759809,81,314
669972011175813120,149,428
669970042633789440,55,293
669942763794931712,154,489
669926384437997569,94,364
669923323644657664,53,227
669753178989142016,376,782
669749430875258880,63,254
669684865554620416,87,496
669683899023405056,105,377
669682095984410625,129,344
669680153564442624,271,647
669661792646373376,413,785
669625907762618368,1739,3409
669603084620980224,347,914
669597912108789760,145,501
669583744538451968,887,1442
669573570759163904,134,424
669571471778410496,977,1542
669567591774625800,53,228
669564461267722241,118,375
669393256313184256,71,349
669375718304980992,699,1280
669371483794317312,170,475
669367896104181761,145,444
669363888236994561,219,600
669359674819481600,116,357
669354382627049472,1231,2605
669353438988365824,251,606
669351434509529089,173,420
669328503091937280,400,981
669327207240699904,114,554
669324657376567296,200,484
669216679721873412,392,1154
669214165781868544,154,426
669203728096960512,454,974
669037058363662336,299,632
669015743032369152,358,719
669006782128353280,238,559
669000397445533696,6109,20176
668994913074286592,217,425
668992363537309700,327,723
668989615043424256,318,654
668988183816871936,445,876
668986018524233728,158,534
668981893510119424,290,521
668979806671884288,334,770
668975677807423489,556,1255
668967877119254528,21,140
668960084974809088,231,681
668955713004314625,68,266
668932921458302977,55,254
668902994700836864,97,308
668892474547511297,144,385
668872652652679168,289,509
668852170888998912,153,437
668826086256599040,129,422
668815180734689280,254,543
668779399630725120,353,681
668655139528511488,210,505
668645506898350081,510,849
668643542311546881,507,847
668641109086707712,524,1035
668636665813057536,476,1008
668633411083464705,1552,2699
668631377374486528,303,686
668627278264475648,108,307
668625577880875008,123,370
668623201287675904,724,1369
668620235289837568,38,192
668614819948453888,306,597
668587383441514497,1028,1610
668567822092664832,50,235
668544745690562560,215,495
668542336805281792,204,436
668537837512433665,68,245
668528771708952576,213,446
668507509523615744,101,312
668496999348633600,126,394
668484198282485761,225,412
668480044826800133,142,442
668466899341221888,493,858
668297328638447616,285,603
668291999406125056,29,234
668286279830867968,131,484
668274247790391296,224,793
668268907921326080,227,537
668256321989451776,576,1248
668248472370458624,463,941
668237644992782336,2719,5970
668226093875376128,97,288
668221241640230912,187,496
668204964695683073,187,538
668190681446379520,191,625
668171859951755264,184,466
668154635664932864,296,479
668142349051129856,270,556
668113020489474048,225,645
667937095915278337,761,1211
667924896115245057,108,285
667915453470232577,54,199
667911425562669056,284,472
667902449697558528,362,825
667886921285246976,1030,1796
667885044254572545,452,791
667878741721415682,113,379
667873844930215936,386,603
667866724293877760,985,2916
667861340749471744,74,234
667832474953625600,60,286
667806454573760512,469,1016
667801013445750784,93,315
667793409583771648,315,676
667782464991965184,236,400
667773195014021121,52,226
667766675769573376,204,421
667728196545200128,143,365
667724302356258817,306,462
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2159,5547
667546741521195010,116,327
667544320556335104,500,826
667538891197542400,62,196
667534815156183040,498,786
667530908589760512,227,447
667524857454854144,1068,1624
667517642048163840,182,353
667509364010450944,2024,6518
667502640335572993,212,520
667495797102141441,254,502
667491009379606528,213,511
667470559035432960,90,244
667455448082227200,56,183
667453023279554560,85,298
