tweet_id,retweet_count,favorite_count
803276597545603072,2521,10261
802952499103731712,2063,9223
802624713319034886,2985,0
802600418706604034,1509,7264
802572683846291456,2575,9133
802323869084381190,5987,16590
802265048156610565,1412,6925
802239329049477120,2690,9287
802185808107208704,279,0
801958328846974976,1754,7919
801854953262350336,243,1815
801538201127157760,2117,8409
801285448605831168,845,6196
801167903437357056,6084,25035
801127390143516673,4052,0
801115127852503040,2157,8269
800859414831898624,98,699
800855607700029440,1654,0
800751577355128832,2867,10799
800513324630806528,3065,13431
800459316964663297,2229,9714
800443802682937345,4422,0
800388270626521089,2879,11411
800188575492947969,4044,0
800141422401830912,2614,15647
800018252395122689,13520,29025
799774291445383169,4814,0
799757965289017345,2218,8583
799422933579902976,1973,8238
799308762079035393,5617,0
799297110730567681,2837,10122
799063482566066176,2523,8253
798933969379225600,4591,13397
798925684722855936,1479,7657
798705661114773508,6820,0
798701998996647937,7998,0
798697898615730177,6673,0
798694562394996736,5090,0
798686750113755136,2395,0
798682547630837760,4843,0
798673117451325440,5691,0
798665375516884993,4015,0
798644042770751489,1904,0
798628517273620480,2024,0
798585098161549313,5864,0
798576900688019456,6003,0
798340744599797760,3441,0
798209839306514432,2624,10666
797971864723324932,3192,11880
797545162159308800,4998,14883
797236660651966464,6767,20401
797165961484890113,26,228
796904159865868288,9156,0
796865951799083009,1963,7866
796759840936919040,3126,12115
796563435802726400,7458,0
796484825502875648,1808,7753
796387464403357696,4263,11258
796177847564038144,14664,0
796149749086875649,14664,33005
796125600683540480,1857,5082
796116448414461957,2480,9321
796080075804475393,2378,8652
796031486298386433,3811,11055
795464331001561088,24300,50804
795400264262053889,2954,10291
795076730285391872,5572,16576
794983741416415232,3464,0
794926597468000259,2372,10486
794355576146903043,10584,0
794332329137291264,2742,9804
794205286408003585,3401,9421
793962221541933056,5018,17214
793845145112371200,1919,9443
793614319594401792,3218,0
793601777308463104,1672,8163
793500921481273345,2437,10917
793286476301799424,9410,25177
793271401113350145,2456,8902
793256262322548741,8568,20430
793241302385262592,3382,10748
793226087023144960,2943,10067
793210959003287553,2872,9127
793195938047070209,5779,15635
793180763617361921,2057,7091
793165685325201412,2857,9634
793150605191548928,1744,6319
793135492858580992,2555,6588
793120401413079041,4022,12976
792913359805018113,4078,14660
792883833364439040,4379,11568
792773781206999040,1724,7514
792394556390137856,4405,13768
792050063153438720,1851,7321
791821351946420224,21640,0
791784077045166082,9843,0
791780927877898241,3916,0
791774931465953280,22796,46146
791672322847637504,3218,12021
791406955684368384,4229,13432
791312159183634433,2604,8972
791026214425268224,4203,0
790987426131050500,2185,10051
790946055508652032,4804,17030
790723298204217344,2371,0
790698755171364864,1977,8413
790581949425475584,7348,21104
790337589677002753,1925,8008
790277117346975746,3254,12840
790227638568808452,3657,0
789986466051088384,2371,9466
789960241177853952,4222,0
789903600034189313,4230,10593
789628658055020548,1819,7662
789599242079838210,1974,6906
789530877013393408,3464,11991
789314372632018944,2353,8844
789280767834746880,5071,0
789268448748703744,2672,9309
789137962068021249,2870,9933
788908386943430656,12768,28018
788765914992902144,10584,27948
788552643979468800,7357,0
788412144018661376,5401,15894
788178268662984705,2146,7381
788150585577050112,1319,6254
788070120937619456,3515,0
788039637453406209,1352,6257
787810552592695296,3130,8825
787717603741622272,2852,10474
787397959788929025,2907,11109
787322443945877504,1785,7952
787111942498508800,6901,0
786963064373534720,8164,27177
786729988674449408,2475,0
786709082849828864,6250,18633
786664955043049472,2617,10832
786595970293370880,3186,9620
786363235746385920,3592,11123
786286427768250368,2912,8137
786233965241827333,4860,15583
786051337297522688,158,1455
786036967502913536,7189,0
785927819176054784,3257,11623
785872687017132033,1861,6832
785639753186217984,2284,7992
785533386513321988,2038,9292
785515384317313025,1288,6230
785264754247995392,1677,7399
785170936622350336,4942,12285
784826020293709826,3318,10321
784517518371221505,2593,9147
784431430411685888,1299,5809
784183165795655680,8240,20491
784057939640352768,11370,30351
783839966405230592,11009,30605
783821107061198850,2013,7502
783695101801398276,3282,10664
783466772167098368,2296,8622
783391753726550016,5605,17204
783347506784731136,5663,0
783334639985389568,11933,29711
783085703974514689,2243,8307
782969140009107456,7528,24584
782747134529531904,1438,7620
782722598790725632,5503,17601
782598640137187329,1912,7948
782305867769217024,5693,16962
782021823840026624,6341,0
781955203444699136,3443,11328
781661882474196992,2774,10623
781655249211752448,1146,4069
781524693396357120,5674,21105
781308096455073793,2598,7273
781251288990355457,2120,8578
781163403222056960,2790,9991
780931614150983680,7458,22019
780858289093574656,2047,7315
780800785462489090,1326,5590
780601303617732608,3410,12325
780543529827336192,1775,6425
780496263422808064,3774,0
780476555013349377,116,0
780459368902959104,1099,5390
780192070812196864,2294,8853
780092040432480260,2341,0
780074436359819264,5067,12414
779834332596887552,7189,19241
779377524342161408,3172,8957
779124354206535695,18677,0
779056095788752897,4609,15024
778990705243029504,7356,20317
778774459159379968,10090,0
778764940568104960,367,883
778748913645780993,1339,7011
778650543019483137,1531,5868
778624900596654080,1027,4718
778408200802557953,4413,13837
778396591732486144,12467,0
778383385161035776,1123,5940
778286810187399168,3357,10553
778039087836069888,2690,8640
778027034220126208,1646,6659
777953400541634568,3591,0
777885040357281792,1653,6458
777684233540206592,2985,11414
777641927919427584,4304,0
777621514455814149,2543,8892
777189768882946048,4373,14499
776819012571455488,13936,0
776813020089548800,1233,4952
776477788987613185,2834,8965
776249906839351296,9301,0
776218204058357768,16141,30382
776201521193218049,2552,9777
776113305656188928,4422,11959
776088319444877312,153,1870
775898661951791106,16820,0
775842724423557120,2699,11905
775733305207554048,4052,14072
775729183532220416,4665,13171
775364825476165632,3018,7507
775350846108426240,3965,10315
775085132600442880,4814,15781
774757898236878852,1819,8727
774639387460112384,1756,6839
774314403806253056,5617,22096
773985732834758656,3935,10897
773922284943896577,1775,6488
773704687002451968,1653,6696
773670353721753600,1334,5421
773547596996571136,6273,22424
773336787167145985,5164,0
773308824254029826,7585,23641
773247561583001600,3294,9584
773191612633579521,4210,10125
772877495989305348,3942,8699
772826264096874500,2387,8177
772615324260794368,3434,0
772581559778025472,1719,6591
772193107915964416,1415,6125
772152991789019136,1149,3853
772117678702071809,751,3826
772114945936949249,474,2764
772102971039580160,953,4054
771908950375665664,1933,6675
771770456517009408,3441,12172
771500966810099713,2646,8370
771380798096281600,5164,10628
771171053431250945,7594,0
771136648247640064,2972,9269
771102124360998913,1461,6326
771014301343748096,1681,6974
770787852854652928,1217,4990
770772759874076672,1433,5248
770655142660169732,1794,7430
770414278348247044,2127,6399
770293558247038976,1504,6321
770093767776997377,3099,0
770069151037685760,2328,7686
769940425801170949,9699,31762
769695466921623552,1697,6487
769335591808995329,7831,0
769212283578875904,1750,5467
768970937022709760,6602,14551
768909767477751808,2713,0
768855141948723200,901,4250
768609597686943744,1219,4168
768596291618299904,1298,5097
768554158521745409,5909,0
768473857036525572,3477,13786
768193404517830656,3591,11002
767884188863397888,1402,4798
767754930266464257,5463,16196
767500508068192258,2371,7583
767191397493538821,3814,12425
767122157629476866,2895,10284
766864461642756096,5706,0
766793450729734144,1370,5133
766714921925144576,383,2637
766693177336135680,810,4065
766423258543644672,1608,6054
766313316352462849,1911,6867
766078092750233600,2660,0
766069199026450432,863,4276
766008592277377025,502,3788
765719909049503744,2171,7305
765669560888528897,1240,5238
765395769549590528,3418,26869
765371061932261376,2192,7140
765222098633691136,3434,11742
764857477905154048,1794,6510
764259802650378240,1519,6082
763956972077010945,56,762
763837565564780549,4203,12728
763183847194451968,1489,5433
763167063695355904,3059,0
763103485927849985,2320,7435
762699858130116608,3657,12254
762471784394268675,6492,11326
762464539388485633,4222,10393
762316489655476224,1132,4844
762035686371364864,15714,32206
761976711479193600,2033,5462
761750502866649088,3962,0
761745352076779520,874,4306
761672994376806400,29406,49972
761599872357261312,1200,4169
761371037149827077,18251,0
761334018830917632,1465,5243
761292947749015552,1095,4527
761227390836215808,1584,5368
761004547850530816,3515,11435
760893934457552897,987,3850
760656994973933572,1929,6644
760641137271070720,1314,5017
760539183865880579,3663,7638
760521673607086080,1400,4262
760290219849637889,11622,27059
760252756032651264,876,3969
760190180481531904,1822,5746
760153949710192640,31,0
759943073749200896,2095,5997
759923798737051648,5706,14789
759846353224826880,1998,6784
759793422261743616,1935,6017
759557299618865152,1197,4738
759447681597108224,2475,8562
759446261539934208,494,1687
759197388317847553,1963,6126
759159934323924993,1167,0
759099523532779520,4212,14646
759047813560868866,2043,6548
758854675097526272,906,3587
758828659922702336,3870,11314
758474966123810816,1012,3844
758467244762497024,2237,4830
758405701903519748,1927,5241
758355060040593408,1089,3434
758099635764359168,10090,19248
758041019896193024,379,2726
757741869644341248,3282,6937
757729163776290825,8022,0
757725642876129280,1223,4578
757611664640446465,1114,4605
757597904299253760,301,0
757596066325864448,1068,4368
757400162377592832,6918,15270
757393109802180609,1752,5866
757354760399941633,1433,4553
756998049151549440,2001,6343
756939218950160384,2025,6705
756651752796094464,1316,5109
756526248105566208,3616,10501
756303284449767430,1103,3974
756288534030475264,17607,43112
756275833623502848,1546,6470
755955933503782912,2904,7389
755206590534418437,5403,16571
755110668769038337,11187,21371
754874841593970688,7986,0
754856583969079297,2547,6946
754747087846248448,526,2606
754482103782404096,1968,5340
754449512966619136,736,3781
754120377874386944,2376,7935
753655901052166144,2182,5873
753420520834629632,3597,7972
753398408988139520,1920,5803
753375668877008896,2341,7707
753298634498793472,5747,0
753294487569522689,1050,3397
753039830821511168,21044,37358
753026973505581056,975,3943
752932432744185856,6901,12724
752917284578922496,1590,6966
752701944171524096,2893,0
752682090207055872,1604,6037
752660715232722944,1567,4405
752568224206688256,2298,5549
752519690950500352,3461,7416
752334515931054080,1100,3838
752309394570878976,16369,0
752173152931807232,1852,6003
751950017322246144,928,3081
751937170840121344,1343,5221
751830394383790080,1961,5842
751793661361422336,2920,5870
751598357617971201,3057,7975
751583847268179968,1113,4419
751538714308972544,1270,5068
751456908746354688,1008,3240
751251247299190784,5917,12595
751205363882532864,1827,6362
751132876104687617,1304,5102
750868782890057730,1372,4822
750719632563142656,5071,13253
750506206503038976,1149,4462
750429297815552001,4304,13247
750383411068534784,1154,4584
750381685133418496,27,702
750147208377409536,965,3122
750132105863102464,1299,3635
750117059602808832,1319,4359
750101899009982464,849,3053
750086836815486976,537,2176
750071704093859840,3358,7873
750056684286914561,900,3174
750041628174217216,623,3201
750026558547456000,793,2732
750011400160841729,908,3259
749996283729883136,822,3082
749981277374128128,2478,5147
749774190421639168,1321,4678
749417653287129088,1648,6140
749403093750648834,537,2637
749395845976588288,3457,8607
749317047558017024,2243,5528
749075273010798592,2080,5774
749064354620928000,1532,4826
749036806121881602,795,3107
748977405889503236,3405,10815
748932637671223296,2265,5843
748705597323898880,951,2791
748699167502000129,1594,4764
748692773788876800,1335,4270
748575535303884801,1980,6099
748568946752774144,670,2203
748346686624440324,1227,5238
748337862848962560,4125,7670
748324050481647620,763,3693
748307329658011649,713,3684
748220828303695873,7834,14197
747963614829678593,2147,5796
747933425676525569,2548,6616
747885874273214464,978,2958
747844099428986880,750,2828
747816857231626240,1169,4869
747651430853525504,156,1394
747648653817413632,5880,12944
747600769478692864,555,2333
747594051852075008,1058,3689
747512671126323200,1614,5566
747461612269887489,1044,3882
747439450712596480,1920,5443
747242308580548608,2909,0
747219827526344708,1577,5278
747204161125646336,926,3383
747103485104099331,3970,9585
746906459439529985,297,2902
746872823977771008,2136,5997
746818907684614144,1743,5331
746790600704425984,1608,4889
746757706116112384,3916,9588
746726898085036033,1802,6068
746542875601690625,1882,5047
746521445350707200,985,0
746507379341139972,1084,4668
746369468511756288,1634,6190
746131877086527488,2207,6924
746056683365994496,810,3555
745789745784041472,1067,4038
745712589599014916,2336,7021
745433870967832576,2538,7092
745422732645535745,2440,8587
745314880350101504,2754,7196
745074613265149952,3512,7855
745057283344719872,2269,7263
744995568523612160,622,2970
744971049620602880,2695,7893
744709971296780288,1563,5621
744334592493166593,2116,6789
744234799360020481,78055,156601
744223424764059648,367,1668
743980027717509120,1093,4179
743895849529389061,961,3646
743835915802583040,2083,0
743609206067040256,1382,4482
743595368194129920,6545,18402
743545585370791937,939,3532
743510151680958465,3726,7922
743253157753532416,1226,4233
743222593470234624,1902,6217
743210557239623680,1364,3840
742534281772302336,3578,7066
742528092657332225,1979,4419
742465774154047488,3902,7263
742423170473463808,3774,9822
742385895052087300,1973,6812
742161199639494656,1376,4339
742150209887731712,1551,5134
741793263812808706,1511,4542
741743634094141440,2755,8173
741438259667034112,835,3677
741303864243200000,3207,8780
741099773336379392,5516,9997
741067306818797568,3099,9501
740995100998766593,2744,6375
740711788199743490,936,3403
740699697422163968,785,2849
740676976021798912,6820,18161
740373189193256964,13312,34947
740365076218183684,431,2454
740359016048689152,869,3297
740214038584557568,1963,6684
739979191639244800,5909,19957
739932936087216128,1070,4055
739844404073074688,853,3802
739623569819336705,1350,3763
739606147276148736,1654,5376
739544079319588864,21230,39509
739485634323156992,2920,7154
739238157791694849,57857,115648
738891149612572673,6,111
738885046782832640,1140,3768
738883359779196928,790,3301
738537504001953792,1539,5081
738402415918125056,838,3246
738184450748633089,1204,4315
738166403467907072,3351,8759
738156290900254721,643,2506
737826014890496000,1765,5268
737800304142471168,3446,9975
737678689543020544,1315,5030
737445876994609152,4453,10247
737322739594330112,811,3598
737310737551491075,7409,14650
736736130620620800,1728,4253
736392552031657984,7357,17654
736365877722001409,1241,3969
736225175608430592,2776,8118
736010884653420544,2982,7877
735991953473572864,1149,3585
735648611367784448,1099,4020
735635087207878657,2338,6154
735274964362878976,5022,12988
735256018284875776,880,3322
735137028879360001,966,3128
734912297295085568,524,2744
734787690684657664,6258,12511
734776360183431168,542,2499
734559631394082816,395,1483
733828123016450049,781,3568
733822306246479872,1018,3667
733482008106668032,951,3134
733460102733135873,1279,4185
733109485275860992,16820,50075
732732193018155009,535,2433
732726085725589504,885,3539
732585889486888962,777,3648
732375214819057664,2506,8055
732005617171337216,5392,14856
731285275100512256,985,3482
731156023742988288,1262,3830
